File,Paragraph,LIX Score,Longest Sentence,Dependency Parse
diva22.txt,Bachelor of Science Thesis TMT 2013:09     Accessories for the workplace of future            Alicia Brander  Emma Hamilton  Approved  {2013-01-21  Examiner KTH  Ola Narbrink  Supervisor KTH  Erika Bellander    Commissioner  Lammhults  Contact person at company  Andreas Mattiassson    Abstract  The essay describes the need for solutions in offices in  form of accessories that support an  activity-based approach. Suggested accessories that solve problems studied are presented.,67.82,Bachelor of Science Thesis TMT 2013:09     Accessories for the workplace of future            Alicia Brander  Emma Hamilton  Approved  {2013-01-21  Examiner KTH  Ola Narbrink  Supervisor KTH  Erika Bellander    Commissioner  Lammhults  Contact person at company  Andreas Mattiassson    Abstract  The essay describes the need for solutions in offices in  form of accessories that support an  activity-based approach.,"[(1, 'Bachelor', 0), (2, 'of', 3), (3, 'Science', 4), (4, 'Thesis', 5), (5, 'TMT', 1), (6, '2013:09', 5), (7, 'Accessories', 5), (8, 'for', 10), (9, 'the', 10), (10, 'workplace', 7), (11, 'of', 15), (12, 'future', 13), (13, 'Alicia', 14), (14, 'Brander', 10), (15, 'Emma', 10), (16, 'Hamilton', 15), (17, 'Approved', 10), (18, '{2013-01-21', 21), (19, 'Examiner', 20), (20, 'KTH', 21), (21, 'Ola', 15), (22, 'Narbrink', 21), (23, 'Supervisor', 24), (24, 'KTH', 25), (25, 'Erika', 21), (26, 'Bellander', 25), (27, 'Commissioner', 28), (28, 'Lammhults', 30), (29, 'Contact', 30), (30, 'person', 33), (31, 'at', 33), (32, 'company', 33), (33, 'Andreas', 25), (34, 'Mattiassson', 35), (35, 'Abstract', 38), (36, 'The', 37), (37, 'essay', 38), (38, 'describes', 30), (39, 'the', 40), (40, 'need', 38), (41, 'for', 42), (42, 'solutions', 40), (43, 'in', 44), (44, 'offices', 42), (45, 'in', 46), (46, 'form', 44), (47, 'of', 50), (48, 'accessories', 49), (49, 'that', 50), (50, 'support', 44), (51, 'an', 53), (52, 'activity-based', 53), (53, 'approach', 50), (54, '.', 33)]"
diva23.txt,"Simuleringsresultat från GT-Fuel jämfördes med ACSL, detta  gjordes för att verifiera det hydromekaniska systemet. Simuleringsresultatet från den  elektriska modellen jämfördes med ett resultat som togs fram från en Simulink modell. Dessa  jämförelser visar att simuleringsmodellen överensstämmer till viss del med tidigare gjorda  modeller.    Piezoelektrisk elementen i GT-Fuel är enkelt modellerad, som inte täcker alla strömkretsen i  detta element.",48.67,Simuleringsresultatet från den  elektriska modellen jämfördes med ett resultat som togs fram från en Simulink modell.,"[(1, 'Simuleringsresultatet', 6), (2, 'från', 5), (3, 'den', 5), (4, 'elektriska', 5), (5, 'modellen', 1), (6, 'jämfördes', 0), (7, 'med', 9), (8, 'ett', 9), (9, 'resultat', 6), (10, 'som', 11), (11, 'togs', 9), (12, 'fram', 11), (13, 'från', 16), (14, 'en', 16), (15, 'Simulink', 16), (16, 'modell', 11), (17, '.', 6)]"
diva24.txt,Orsaken till nollstället i högra halvplanet orsakas sannolikt av  ljudreflektioner i rörsystemet.    Begränsningen i bandbredden innebär att störningsundertryckning endast kan sker upp  till en specifik frekvens. För rörsystemet vid MWL innebar en sådan begränsning att effekten  av undertryckningen inte kommer att vara hörbar. Till denna anledning gjordes en modifiering  i modellen i syfte att göra systemet användbart för en laborationsuppgift för reglering med en  lead-lag regulator.,53.7,Till denna anledning gjordes en modifiering  i modellen i syfte att göra systemet användbart för en laborationsuppgift för reglering med en  lead-lag regulator.,"[(1, 'Till', 3), (2, 'denna', 3), (3, 'anledning', 4), (4, 'gjordes', 0), (5, 'en', 6), (6, 'modifiering', 4), (7, 'i', 8), (8, 'modellen', 6), (9, 'i', 12), (10, 'syfte', 9), (11, 'att', 12), (12, 'göra', 4), (13, 'systemet', 12), (14, 'användbart', 12), (15, 'för', 17), (16, 'en', 17), (17, 'laborationsuppgift', 12), (18, 'för', 19), (19, 'reglering', 17), (20, 'med', 23), (21, 'en', 22), (22, 'lead-lag', 23), (23, 'regulator', 19), (24, '.', 4)]"
diva25.txt,"Examensarbetet har även innefattat en undersökning av  hur en avståndsbedömning skulle kunna genomföras med Blåtand. Combra har tidigare  arbetat med både Blåtand och smartphones men aldrig i samma tillämpning.    Då det ingick i examensarbetet att konstruera en fungerande fysisk prototyp, har detta medfört  att examensarbete varit av övervägande praktisk karaktär. Speciellt fokus har lagts på  konstruktionsfasen. Logik har programmerats på båda sidorna av Blåtandsgränssnittet.",49.73,"Då det ingick i examensarbetet att konstruera en fungerande fysisk prototyp, har detta medfört  att examensarbete varit av övervägande praktisk karaktär.","[(1, 'Då', 3), (2, 'det', 3), (3, 'ingick', 15), (4, 'i', 5), (5, 'examensarbetet', 3), (6, 'att', 7), (7, 'konstruera', 3), (8, 'en', 11), (9, 'fungerande', 11), (10, 'fysisk', 11), (11, 'prototyp', 7), (12, ',', 15), (13, 'har', 15), (14, 'detta', 15), (15, 'medfört', 0), (16, 'att', 22), (17, 'examensarbete', 22), (18, 'varit', 22), (19, 'av', 22), (20, 'övervägande', 22), (21, 'praktisk', 22), (22, 'karaktär', 15), (23, '.', 15)]"
diva26.txt,"Arbetet har utförts vid Norsborgs vattenverk på uppdrag av Stockholm  Vatten AB. Handledare från Stockholm Vatten har varit Ulf Eriksson och handledare och  examinator från KTH har varit Per Olof Persson.  Ett stort tack riktas till skiftingenjörerna och maskinmästarna vid Norsborgs vattenverk  för alla givande diskussioner, förslag och hjälp. Främst vill jag tacka Lennart Lorenzon  och Leif Andreason för all tid och engagemang de ägnat mitt arbete.",47.73,"Ett stort tack riktas till skiftingenjörerna och maskinmästarna vid Norsborgs vattenverk  för alla givande diskussioner, förslag och hjälp.","[(1, 'Ett', 3), (2, 'stort', 3), (3, 'tack', 4), (4, 'riktas', 0), (5, 'till', 6), (6, 'skiftingenjörerna', 4), (7, 'och', 8), (8, 'maskinmästarna', 6), (9, 'vid', 11), (10, 'Norsborgs', 11), (11, 'vattenverk', 4), (12, 'för', 15), (13, 'alla', 15), (14, 'givande', 15), (15, 'diskussioner', 4), (16, ',', 17), (17, 'förslag', 15), (18, 'och', 19), (19, 'hjälp', 17), (20, '.', 4)]"
diva27.txt,"An IPM from International Rectifier has been  modified and tested by letting the IPM drive a permanent magnet motor under  typical load conditions for a long time. The test showed that an IPM is a good  alternative for the future, when it comes to the matter of efficiency, cost and space.",34.65,An IPM from International Rectifier has been  modified and tested by letting the IPM drive a permanent magnet motor under  typical load conditions for a long time.,"[(1, 'An', 2), (2, 'IPM', 0), (3, 'from', 5), (4, 'International', 5), (5, 'Rectifier', 2), (6, 'has', 8), (7, 'been', 8), (8, 'modified', 5), (9, 'and', 10), (10, 'tested', 11), (11, 'by', 12), (12, 'letting', 8), (13, 'the', 15), (14, 'IPM', 15), (15, 'drive', 12), (16, 'a', 19), (17, 'permanent', 18), (18, 'magnet', 19), (19, 'motor', 15), (20, 'under', 23), (21, 'typical', 22), (22, 'load', 23), (23, 'conditions', 19), (24, 'for', 27), (25, 'a', 26), (26, 'long', 27), (27, 'time', 23), (28, '.', 2)]"
diva28.txt,"Arbetet är ämnat att kunna utgöra en plattform  för en vidare diskussion kring vad som är rimligt, måttligt och möjligt att kräva.    Ett stort tack till Folke Björk, KTH, som handlett väl, alltid tagit sig tid och sett till att  hålla arbetet på rätt spår. Tack också till Björn Lundquist, Peab Hus & Industri, för  sitt engagemang och kunnande samt hjälp med informationsinsamling.",36.47,"Arbetet är ämnat att kunna utgöra en plattform  för en vidare diskussion kring vad som är rimligt, måttligt och möjligt att kräva.","[(1, 'Arbetet', 3), (2, 'är', 3), (3, 'ämnat', 0), (4, 'att', 6), (5, 'kunna', 6), (6, 'utgöra', 3), (7, 'en', 8), (8, 'plattform', 6), (9, 'för', 12), (10, 'en', 12), (11, 'vidare', 12), (12, 'diskussion', 6), (13, 'kring', 17), (14, 'vad', 17), (15, 'som', 17), (16, 'är', 17), (17, 'rimligt', 12), (18, ',', 19), (19, 'måttligt', 17), (20, 'och', 21), (21, 'möjligt', 17), (22, 'att', 23), (23, 'kräva', 17), (24, '.', 3)]"
diva29.txt,Transmissionsledningen mellan Stackbo och Forsbacka är kort ca 5 km. Om störningen  skapas på subtransmissionsnätet nedströms om Forsbacka och redan är stor i Forsbacka  hur stor är då störningen längre ut på transmissionsnätet? Skulle då inte problemen  längre ut på transmissionsnätet vara så stora att de vore åtgärdade pga. klagomål?    Nedströms om Forsbacka på subtransmissionsnätet finns kända flickerkällor som  ljusbågsugnar.,41.67,Om störningen  skapas på subtransmissionsnätet nedströms om Forsbacka och redan är stor i Forsbacka  hur stor är då störningen längre ut på transmissionsnätet?,"[(1, 'Om', 3), (2, 'störningen', 3), (3, 'skapas', 16), (4, 'på', 5), (5, 'subtransmissionsnätet', 3), (6, 'nedströms', 3), (7, 'om', 12), (8, 'Forsbacka', 12), (9, 'och', 12), (10, 'redan', 12), (11, 'är', 12), (12, 'stor', 3), (13, 'i', 14), (14, 'Forsbacka', 12), (15, 'hur', 16), (16, 'stor', 0), (17, 'är', 16), (18, 'då', 16), (19, 'störningen', 16), (20, 'längre', 21), (21, 'ut', 16), (22, 'på', 23), (23, 'transmissionsnätet', 21), (24, '?', 16)]"
diva3.txt,"Examensarbetet har utförts vid institutionen  för Transportteknik, avdelningen för Väg- och Banteknik på uppdrag av  Structor Mark Stockholm AB och omfattar 30 högskolepoäng. Arbetet har  bedrivits självständigt med stöd från handledare på KTH samt Structor Mark  Stockholm AB.  Jag vill tacka min handledare Denis Jelagin samt min handledare och  examinator Björn Birgisson för stöd och värdefulla åsikter under rapportens  utförande.",58.33,"Examensarbetet har utförts vid institutionen  för Transportteknik, avdelningen för Väg- och Banteknik på uppdrag av  Structor Mark Stockholm AB och omfattar 30 högskolepoäng.","[(1, 'Examensarbetet', 3), (2, 'har', 3), (3, 'utförts', 0), (4, 'vid', 5), (5, 'institutionen', 3), (6, 'för', 7), (7, 'Transportteknik', 5), (8, ',', 9), (9, 'avdelningen', 5), (10, 'för', 11), (11, 'Väg-', 9), (12, 'och', 13), (13, 'Banteknik', 11), (14, 'på', 18), (15, 'uppdrag', 14), (16, 'av', 14), (17, 'Structor', 18), (18, 'Mark', 5), (19, 'Stockholm', 18), (20, 'AB', 18), (21, 'och', 22), (22, 'omfattar', 3), (23, '30', 24), (24, 'högskolepoäng', 22), (25, '.', 3)]"
diva30.txt,"För att skapa struktur  delas projektet in i fem faser: Analys av Elmo, planering, konceptutveckling, detaljkonstruktion och  slutligen produktutveckling och testning.     I analysfasen av Elmo inhämtas bland annat värdefull kunskap om rörelser och geometri vilket  ligger till grund för hela projektet. Vidare tas en rad idéer och koncept fram på olika delar till  roboten som sedan utvärderas.",45.83,"För att skapa struktur  delas projektet in i fem faser: Analys av Elmo, planering, konceptutveckling, detaljkonstruktion och  slutligen produktutveckling och testning.","[(1, 'För', 3), (2, 'att', 3), (3, 'skapa', 5), (4, 'struktur', 3), (5, 'delas', 0), (6, 'projektet', 5), (7, 'in', 5), (8, 'i', 10), (9, 'fem', 10), (10, 'faser', 5), (11, ':', 10), (12, 'Analys', 10), (13, 'av', 14), (14, 'Elmo', 12), (15, ',', 16), (16, 'planering', 14), (17, ',', 18), (18, 'konceptutveckling', 12), (19, ',', 20), (20, 'detaljkonstruktion', 12), (21, 'och', 23), (22, 'slutligen', 23), (23, 'produktutveckling', 12), (24, 'och', 25), (25, 'testning', 23), (26, '.', 5)]"
diva31.txt,"Since China is still considered a developing country, it is also  still a lot different from Sweden, but it is changing rapidly. Most of the environmental laws  that were studied are parts of the legal framework, which means that no exact limits or  detailed guidelines are given. The company brings its cutting-edge technology, which still is  new and unknown to the industrial park in China. Therefore it is too early to decide whether  company F complies with the local jurisdiction in China.",41.9,"Most of the environmental laws  that were studied are parts of the legal framework, which means that no exact limits or  detailed guidelines are given.","[(1, 'Most', 0), (2, 'of', 5), (3, 'the', 5), (4, 'environmental', 5), (5, 'laws', 1), (6, 'that', 7), (7, 'were', 8), (8, 'studied', 10), (9, 'are', 10), (10, 'parts', 5), (11, 'of', 14), (12, 'the', 14), (13, 'legal', 14), (14, 'framework', 10), (15, ',', 14), (16, 'which', 18), (17, 'means', 18), (18, 'that', 14), (19, 'no', 21), (20, 'exact', 21), (21, 'limits', 14), (22, 'or', 23), (23, 'detailed', 24), (24, 'guidelines', 25), (25, 'are', 26), (26, 'given', 14), (27, '.', 1)]"
diva32.txt,Syftet med examensarbetet är att  programmera en datormodell för att kunna analysera off-design prestanda för kylsystemet.  Modellen skall enkelt kunna integreras som en funktion i en större datormodell. För att kunna  programmera modellen insamlades kunskaper om absorbent/köldmedia blandningen samt  funktion och termodynamiska egenskaper för ingående komponenter. Dessa studier finns  beskrivna i rapporten.,57.1,För att kunna  programmera modellen insamlades kunskaper om absorbent/köldmedia blandningen samt  funktion och termodynamiska egenskaper för ingående komponenter.,"[(1, 'För', 4), (2, 'att', 4), (3, 'kunna', 4), (4, 'programmera', 6), (5, 'modellen', 4), (6, 'insamlades', 0), (7, 'kunskaper', 6), (8, 'om', 10), (9, 'absorbent/köldmedia', 10), (10, 'blandningen', 7), (11, 'samt', 12), (12, 'funktion', 10), (13, 'och', 15), (14, 'termodynamiska', 15), (15, 'egenskaper', 10), (16, 'för', 18), (17, 'ingående', 18), (18, 'komponenter', 15), (19, '.', 6)]"
diva33.txt,Detta vill man  också visa sig stämma i tillämpade miljöer.    Avskiljarna har också i de flesta fall efter en centrifugerande del HEPA-filter monterade som tar  hand om den resterande delen oljedimma som inte avskiljts i centrifugen. Filtren måste bytas ut  efter att dom tagit upp en mängd partiklar och det är intressant att veta under hur lång tids tung  drift dessa kan användas innan de måste bytas ut.,36.09,Filtren måste bytas ut  efter att dom tagit upp en mängd partiklar och det är intressant att veta under hur lång tids tung  drift dessa kan användas innan de måste bytas ut.,"[(1, 'Filtren', 3), (2, 'måste', 3), (3, 'bytas', 0), (4, 'ut', 3), (5, 'efter', 8), (6, 'att', 8), (7, 'dom', 8), (8, 'tagit', 3), (9, 'upp', 8), (10, 'en', 11), (11, 'mängd', 12), (12, 'partiklar', 8), (13, 'och', 16), (14, 'det', 16), (15, 'är', 16), (16, 'intressant', 3), (17, 'att', 18), (18, 'veta', 16), (19, 'under', 27), (20, 'hur', 21), (21, 'lång', 22), (22, 'tids', 24), (23, 'tung', 24), (24, 'drift', 27), (25, 'dessa', 27), (26, 'kan', 27), (27, 'användas', 18), (28, 'innan', 31), (29, 'de', 31), (30, 'måste', 31), (31, 'bytas', 27), (32, 'ut', 31), (33, '.', 3)]"
diva34.txt,Examensarbetet hade ¨aven som delm˚al att kravst¨alla den QoSM som skulle designas fr˚an ett QoS-perspektiv. Speciﬁkt skulle de krav identiﬁeras som var n¨odv¨andiga f¨or att garantera att applikationer som k¨ors p˚a mellan- varan har st¨od f¨or h˚arda realtidskrav. Slutligen skulle examensarbetet utreda vilka andra mellanvaror med st¨od f¨or h˚arda realtidskrav som existerade. I examensarbetet har den tidigaren¨amnda QoSM designats och delvis implementerats.,37.39,Speciﬁkt skulle de krav identiﬁeras som var n¨odv¨andiga f¨or att garantera att applikationer som k¨ors p˚a mellan- varan har st¨od f¨or h˚arda realtidskrav.,"[(1, 'Speciﬁkt', 5), (2, 'skulle', 5), (3, 'de', 4), (4, 'krav', 5), (5, 'identiﬁeras', 0), (6, 'som', 9), (7, 'var', 9), (8, 'n¨odv¨andiga', 9), (9, 'f¨or', 5), (10, 'att', 11), (11, 'garantera', 9), (12, 'att', 19), (13, 'applikationer', 19), (14, 'som', 15), (15, 'k¨ors', 13), (16, 'p˚a', 13), (17, 'mellan-', 18), (18, 'varan', 16), (19, 'har', 11), (20, 'st¨od', 19), (21, 'f¨or', 19), (22, 'h˚arda', 23), (23, 'realtidskrav', 19), (24, '.', 5)]"
diva35.txt,"This thesis is a continuation of the master thesis SPICA – ARISTO JÄMFÖRELSE by Jakob Katzman and  Johan Fält. Royal Institute of Technology, Stockholm, May 2004.  The task in this thesis is to seek alternative applied methods that can enhance the existing  methodologies that are used by SPICA and ARISTO, to make the power system more efficient and  reliable.",38.64,"The task in this thesis is to seek alternative applied methods that can enhance the existing  methodologies that are used by SPICA and ARISTO, to make the power system more efficient and  reliable.","[(1, 'The', 2), (2, 'task', 0), (3, 'in', 5), (4, 'this', 5), (5, 'thesis', 2), (6, 'is', 5), (7, 'to', 9), (8, 'seek', 9), (9, 'alternative', 10), (10, 'applied', 11), (11, 'methods', 2), (12, 'that', 14), (13, 'can', 14), (14, 'enhance', 11), (15, 'the', 17), (16, 'existing', 17), (17, 'methodologies', 14), (18, 'that', 20), (19, 'are', 20), (20, 'used', 22), (21, 'by', 22), (22, 'SPICA', 14), (23, 'and', 24), (24, 'ARISTO', 22), (25, ',', 22), (26, 'to', 27), (27, 'make', 22), (28, 'the', 32), (29, 'power', 30), (30, 'system', 31), (31, 'more', 32), (32, 'efficient', 27), (33, 'and', 34), (34, 'reliable', 32), (35, '.', 2)]"
diva36.txt,"Olika ber¨akningsmetoder f¨or ickelevererad energi utvecklas och studeras samt st¨alls i j¨amf¨orelse med den metod som utnyttjas i N¨atnyttomodellen, det svenska regleringsverktyget f¨or el- distribution. Analysen av avbrottsstatistiken visar p˚a ett samband mellan typkundskategorier och avbrott som g˚ar att h¨arleda till den varierande t¨atheten och redundansen f¨or de olika kategorierna. Prioriteten av olika typer av kunder lyfts ocks˚a in som en aspekt.",44.08,"Olika ber¨akningsmetoder f¨or ickelevererad energi utvecklas och studeras samt st¨alls i j¨amf¨orelse med den metod som utnyttjas i N¨atnyttomodellen, det svenska regleringsverktyget f¨or el- distribution.","[(1, 'Olika', 2), (2, 'ber¨akningsmetoder', 6), (3, 'f¨or', 5), (4, 'ickelevererad', 5), (5, 'energi', 2), (6, 'utvecklas', 0), (7, 'och', 8), (8, 'studeras', 6), (9, 'samt', 10), (10, 'st¨alls', 8), (11, 'i', 12), (12, 'j¨amf¨orelse', 10), (13, 'med', 15), (14, 'den', 15), (15, 'metod', 6), (16, 'som', 17), (17, 'utnyttjas', 15), (18, 'i', 19), (19, 'N¨atnyttomodellen', 17), (20, ',', 19), (21, 'det', 23), (22, 'svenska', 23), (23, 'regleringsverktyget', 19), (24, 'f¨or', 25), (25, 'el-', 26), (26, 'distribution', 23), (27, '.', 6)]"
diva37.txt,"Ethernet valdes som hårdvara bas för strömmande media. För att enkelt kunna hantera media  strömmar uppkom behov att bygga ett specifikt protokoll, Innan detta byggdes undersöktes ett  antal befintliga protokoll. Den resulterande lösningen är mycket influerad av RTP och sänds  över UDP.    USB undersöktes grundligt i examensarbetets tidiga skede. Mycket kraft lades på att förstå  hur USB fungerar och hur drivrutiner byggs. Men på grund av komplexiteten hos USB var  detta inte realistiskt.",39.2,"För att enkelt kunna hantera media  strömmar uppkom behov att bygga ett specifikt protokoll, Innan detta byggdes undersöktes ett  antal befintliga protokoll.","[(1, 'För', 5), (2, 'att', 5), (3, 'enkelt', 5), (4, 'kunna', 5), (5, 'hantera', 8), (6, 'media', 5), (7, 'strömmar', 8), (8, 'uppkom', 0), (9, 'behov', 8), (10, 'att', 11), (11, 'bygga', 9), (12, 'ett', 14), (13, 'specifikt', 14), (14, 'protokoll', 11), (15, ',', 11), (16, 'Innan', 18), (17, 'detta', 18), (18, 'byggdes', 11), (19, 'undersöktes', 8), (20, 'ett', 21), (21, 'antal', 23), (22, 'befintliga', 23), (23, 'protokoll', 19), (24, '.', 8)]"
diva38.txt,En analys av de krafter som uppkommer vid kurvtagning har gjorts och dessa har med  teorins hjälp lett till en uppskattning av det ökade däckslitage och ökad  bränsleförbrukning som beror på den vinkel hjulen angriper kurvradien. Hjulen står i en  vinkel mot kurvans förlängning eftersom de inte kan styras och de vrids runt en punkt i  boggicentrums förlängning.,43.47,En analys av de krafter som uppkommer vid kurvtagning har gjorts och dessa har med  teorins hjälp lett till en uppskattning av det ökade däckslitage och ökad  bränsleförbrukning som beror på den vinkel hjulen angriper kurvradien.,"[(1, 'En', 2), (2, 'analys', 11), (3, 'av', 5), (4, 'de', 5), (5, 'krafter', 2), (6, 'som', 7), (7, 'uppkommer', 5), (8, 'vid', 9), (9, 'kurvtagning', 7), (10, 'har', 11), (11, 'gjorts', 0), (12, 'och', 18), (13, 'dessa', 18), (14, 'har', 18), (15, 'med', 17), (16, 'teorins', 17), (17, 'hjälp', 18), (18, 'lett', 11), (19, 'till', 21), (20, 'en', 21), (21, 'uppskattning', 18), (22, 'av', 25), (23, 'det', 25), (24, 'ökade', 25), (25, 'däckslitage', 21), (26, 'och', 28), (27, 'ökad', 28), (28, 'bränsleförbrukning', 25), (29, 'som', 30), (30, 'beror', 28), (31, 'på', 33), (32, 'den', 33), (33, 'vinkel', 30), (34, 'hjulen', 35), (35, 'angriper', 33), (36, 'kurvradien', 35), (37, '.', 11)]"
diva39.txt,Examensarbetet har gjorts i samarbete med ENEA AB som ¨ar en av deltagarna i DySCAS projektet. ENEA AB har utvecklat en demonstrationsplattform f¨or att testa de id´eer som DySCAS projektet bygger p˚a. Demonstrationsplattformen best˚ar av ett dynamiskt n¨atverk av noder som utbyter information och tj¨anster mellan sig. Syftet med examensarbetet var att utforma och implementera en GPS-applikation till demonstrationsplattformen.,37.44,Demonstrationsplattformen best˚ar av ett dynamiskt n¨atverk av noder som utbyter information och tj¨anster mellan sig.,"[(1, 'Demonstrationsplattformen', 2), (2, 'best˚ar', 0), (3, 'av', 6), (4, 'ett', 6), (5, 'dynamiskt', 6), (6, 'n¨atverk', 2), (7, 'av', 8), (8, 'noder', 6), (9, 'som', 10), (10, 'utbyter', 8), (11, 'information', 10), (12, 'och', 13), (13, 'tj¨anster', 11), (14, 'mellan', 15), (15, 'sig', 13), (16, '.', 2)]"
diva4.txt,"Manipulatorerna bär och manipulerar  detektionsutrustning för att fjärrstyrt kunna utföra oförstörande provning. Provtagningarna är till  för att upptäcka och karakterisera sprickor och andra defekter som kan förekomma i  kärnreaktorer.     En av företagets senaste och mest avancerade manipulatorfamiljer är T-Crawlern, som är  designad för att arbeta i mycket begränsade utrymmen.",54.5,"En av företagets senaste och mest avancerade manipulatorfamiljer är T-Crawlern, som är  designad för att arbeta i mycket begränsade utrymmen.","[(1, 'En', 0), (2, 'av', 8), (3, 'företagets', 8), (4, 'senaste', 8), (5, 'och', 7), (6, 'mest', 7), (7, 'avancerade', 4), (8, 'manipulatorfamiljer', 1), (9, 'är', 1), (10, 'T-Crawlern', 1), (11, ',', 10), (12, 'som', 14), (13, 'är', 14), (14, 'designad', 10), (15, 'för', 17), (16, 'att', 17), (17, 'arbeta', 14), (18, 'i', 21), (19, 'mycket', 20), (20, 'begränsade', 21), (21, 'utrymmen', 17), (22, '.', 1)]"
diva40.txt,"The proposed technical solution is building with studs of steel and only using three layers of  insulation in the walls. New standards from The National board of housing, building and  planning has influenced the proposal of steel studs. The disadvantage is that the technique of  building with steel studs is often new to carpenters and thus requires more time. The passive  house concept is also new. As follows, two new aspects concurrently come into play.",41.83,The disadvantage is that the technique of  building with steel studs is often new to carpenters and thus requires more time.,"[(1, 'The', 2), (2, 'disadvantage', 0), (3, 'is', 4), (4, 'that', 2), (5, 'the', 6), (6, 'technique', 4), (7, 'of', 8), (8, 'building', 6), (9, 'with', 11), (10, 'steel', 11), (11, 'studs', 8), (12, 'is', 14), (13, 'often', 14), (14, 'new', 11), (15, 'to', 16), (16, 'carpenters', 14), (17, 'and', 21), (18, 'thus', 19), (19, 'requires', 20), (20, 'more', 21), (21, 'time', 16), (22, '.', 2)]"
diva41.txt,Vidare vill jag tacka alla de personer som har ställt upp för intervjuer och som bidragit med  värdefull information till detta examensarbete. En tacksamhetens tanke går också till Stig och  Ylva för att ni ställt upp med barnvakt i tid och otid. Till sist ett tack till min hustru Ulrika för  uppmuntran och stöd.      2   3 Sammanfattning    I dessa dagar försöker byggherrar och byggentreprenörer på många sätt att skapa lösningar för  ett energieffektivt boende.,35.07,2   3 Sammanfattning    I dessa dagar försöker byggherrar och byggentreprenörer på många sätt att skapa lösningar för  ett energieffektivt boende.,"[(1, '2', 3), (2, '3', 3), (3, 'Sammanfattning', 7), (4, 'I', 6), (5, 'dessa', 6), (6, 'dagar', 3), (7, 'försöker', 0), (8, 'byggherrar', 7), (9, 'och', 10), (10, 'byggentreprenörer', 8), (11, 'på', 13), (12, 'många', 13), (13, 'sätt', 7), (14, 'att', 15), (15, 'skapa', 7), (16, 'lösningar', 15), (17, 'för', 20), (18, 'ett', 20), (19, 'energieffektivt', 20), (20, 'boende', 15), (21, '.', 7)]"
diva42.txt,"Det aktuella systemet NTRAC använder en  bränsleavstängande metod och de eventuella risker och konsekvenser som detta innebär, samt  tillhörande lösningar, förklaras på en djupare nivå.   Ett av delmålen med NTRAC har varit att det lätt ska kunna anpassas till olika fordon,  NTRAC har därför implementerats i två testbilar av mycket skiljda fysikaliska mått och  motorkaraktäristik. Därigenom har eventuella behov av förändringar på ett effektivt sätt  utvärderats.",51.35,"Ett av delmålen med NTRAC har varit att det lätt ska kunna anpassas till olika fordon,  NTRAC har därför implementerats i två testbilar av mycket skiljda fysikaliska mått och  motorkaraktäristik.","[(1, 'Ett', 7), (2, 'av', 3), (3, 'delmålen', 1), (4, 'med', 5), (5, 'NTRAC', 3), (6, 'har', 7), (7, 'varit', 0), (8, 'att', 13), (9, 'det', 13), (10, 'lätt', 13), (11, 'ska', 13), (12, 'kunna', 13), (13, 'anpassas', 7), (14, 'till', 16), (15, 'olika', 16), (16, 'fordon', 13), (17, ',', 7), (18, 'NTRAC', 21), (19, 'har', 21), (20, 'därför', 21), (21, 'implementerats', 7), (22, 'i', 24), (23, 'två', 24), (24, 'testbilar', 21), (25, 'av', 29), (26, 'mycket', 27), (27, 'skiljda', 29), (28, 'fysikaliska', 29), (29, 'mått', 24), (30, 'och', 31), (31, 'motorkaraktäristik', 29), (32, '.', 7)]"
diva43.txt,När företaget började närma sig en kommersiell lansering uppstod ett behov av att utveckla en  mer användarcentrerad Servohandske. Detta är bakgrunden till arbetet som syftar till att öka  insikterna kring Servohandskens potentiella användare samt hur handsken kan utvecklas för  att bättre tillgodose deras behov.,53.3,Detta är bakgrunden till arbetet som syftar till att öka  insikterna kring Servohandskens potentiella användare samt hur handsken kan utvecklas för  att bättre tillgodose deras behov.,"[(1, 'Detta', 3), (2, 'är', 3), (3, 'bakgrunden', 0), (4, 'till', 5), (5, 'arbetet', 3), (6, 'som', 7), (7, 'syftar', 5), (8, 'till', 10), (9, 'att', 10), (10, 'öka', 7), (11, 'insikterna', 10), (12, 'kring', 15), (13, 'Servohandskens', 15), (14, 'potentiella', 15), (15, 'användare', 11), (16, 'samt', 20), (17, 'hur', 20), (18, 'handsken', 20), (19, 'kan', 20), (20, 'utvecklas', 10), (21, 'för', 24), (22, 'att', 24), (23, 'bättre', 24), (24, 'tillgodose', 20), (25, 'deras', 26), (26, 'behov', 24), (27, '.', 3)]"
